Time	Read_ID	Status
2023-10-29 19:40:23.421573	2d08c044-a037-404a-91c1-be05b0352f77	loaded.
2023-10-29 19:40:23.421838	4c8e6875-e094-4e00-a011-161e4d2b30ba	loaded.
2023-10-29 19:40:23.421977	4f019285-7ed7-40c2-92e4-6c6231a6f87e	loaded.
2023-10-29 19:40:23.423158	6ba881e3-aba8-4478-8c15-f9d125f42a67	loaded.
2023-10-29 19:40:23.423548	ff59569b-2495-4b2b-8f43-aeff405d6d66	loaded.
2023-10-29 19:40:23.423640	c817c970-7d5f-432c-bd8a-360b59f26780	loaded.
2023-10-29 19:40:23.424835	3d4dc722-995d-4780-a976-30f0593d124b	loaded.
2023-10-29 19:40:23.425536	eb3e2502-fb1b-48ca-a790-fdf8b2eeeef1	loaded.
2023-10-29 19:40:23.425690	30ed130b-5a09-41e7-b430-0570be30ff34	loaded.
2023-10-29 19:40:23.425769	9b7b98a9-99a3-4e37-a748-c0faa69b2b1e	loaded.
2023-10-29 19:40:23.426908	5ad8a7bc-629e-47fe-a32e-a397a9acbd84	loaded.
2023-10-29 19:40:23.427394	81b68cd1-f1eb-437e-9b71-5a9a886caec4	loaded.
2023-10-29 19:40:23.427509	5e04b2bc-4eb5-4b21-97ad-d709ca29faea	loaded.
2023-10-29 19:40:23.428720	d2f29de5-2eff-46c9-8e12-2cccf3be4cc3	loaded.
2023-10-29 19:40:23.429188	b8e3e029-7445-4cba-8b8f-a901d847c2dc	loaded.
2023-10-29 19:40:23.429294	406eabd3-ee7f-43ea-9f01-387ad7ce4dc4	loaded.
2023-10-29 19:40:23.429396	0e2d02a2-242c-405d-bd98-80886e1a7c22	loaded.
2023-10-29 19:40:23.430574	8988bd81-1452-435c-a129-8e0ecdc724c4	loaded.
2023-10-29 19:40:23.431027	9a292101-b20d-4c8b-98b0-caf469f12389	loaded.
2023-10-29 19:40:23.431129	87e8c2d2-dc49-4e9f-bed0-7df5ab3df716	loaded.
2023-10-29 19:40:23.431556	9334dcb6-7a0a-447a-9d43-244189eb6cad	loaded.
2023-10-29 19:40:23.433071	ab698ed7-e02e-4b7f-b322-37dbe756e538	loaded.
2023-10-29 19:40:23.433241	0e9d35a4-a8e6-4d2c-8ac8-6db9ab16f255	loaded.
2023-10-29 19:40:23.433330	21b9c0bb-3981-4653-87c4-85dcc0472a5c	loaded.
2023-10-29 19:40:23.433448	4bc8c4a2-1464-4e59-a7ce-5d31d6a2325c	loaded.
